,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
20296,female,group D,some college,standard,incomplete,divorced,sometimes,yes,1,school_bus,5 - 10,55,58,58
20297,female,group C,associate's degree,free/reduced,incomplete,single,sometimes,no,2,private,> 10,67,86,78
20298,male,group B,some college,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,54,49,47
20299,male,group C,some college,standard,incomplete,married,regularly,yes,2,school_bus,< 5,57,59,52
20300,female,group C,some college,standard,incomplete,married,sometimes,yes,0,school_bus,5 - 10,74,85,81
20301,male,group C,some college,free/reduced,incomplete,married,sometimes,yes,3,private,5 - 10,63,66,57
20302,male,group C,some college,free/reduced,incomplete,married,sometimes,yes,0,school_bus,< 5,46,42,46
20303,female,group D,high school,standard,incomplete,divorced,sometimes,no,1,private,5 - 10,57,54,59
20304,male,group B,some college,standard,completed,single,regularly,yes,0,private,> 10,75,72,75
20305,male,group C,high school,free/reduced,incomplete,single,regularly,no,3,school_bus,5 - 10,73,77,70
20306,female,group D,master's degree,standard,incomplete,married,never,yes,1,private,5 - 10,70,76,80
20307,male,group E,high school,standard,incomplete,single,sometimes,yes,3,private,5 - 10,72,53,50
20308,female,group C,high school,free/reduced,completed,single,sometimes,yes,7,school_bus,< 5,71,91,89
20309,female,group A,bachelor's degree,free/reduced,incomplete,single,sometimes,yes,0,private,< 5,50,66,63
20310,female,group D,some college,standard,incomplete,single,sometimes,no,2,private,5 - 10,58,75,76
20311,male,group C,associate's degree,free/reduced,incomplete,single,sometimes,yes,4,school_bus,5 - 10,61,62,56
20312,male,group E,bachelor's degree,free/reduced,incomplete,single,sometimes,yes,1,school_bus,< 5,89,86,82
20313,male,group A,high school,standard,incomplete,married,regularly,yes,1,school_bus,> 10,45,49,41
20314,male,group C,high school,standard,completed,single,never,yes,2,school_bus,5 - 10,78,74,75
20315,female,group D,some college,standard,incomplete,married,regularly,no,2,private,> 10,61,65,70
20316,female,group C,high school,standard,incomplete,married,regularly,yes,5,school_bus,< 5,75,66,67
20317,female,group C,some high school,standard,incomplete,single,sometimes,no,1,private,5 - 10,79,93,82
20318,male,group A,high school,standard,completed,married,sometimes,yes,2,private,5 - 10,56,58,56
20319,male,group B,bachelor's degree,standard,incomplete,divorced,regularly,yes,2,school_bus,< 5,66,67,69
20320,female,group C,some college,standard,incomplete,divorced,regularly,yes,0,school_bus,< 5,87,90,94
20321,male,group C,some college,free/reduced,incomplete,married,regularly,yes,0,school_bus,5 - 10,46,46,46
20322,male,group C,bachelor's degree,standard,incomplete,divorced,regularly,yes,3,private,5 - 10,63,62,59
20323,female,group D,some college,free/reduced,incomplete,divorced,regularly,yes,2,school_bus,> 10,66,66,69
20324,male,group D,master's degree,standard,completed,single,sometimes,no,2,school_bus,< 5,97,91,91
20325,male,group E,some high school,standard,incomplete,single,sometimes,yes,2,private,< 5,97,90,80
20326,male,group A,some college,free/reduced,incomplete,single,sometimes,yes,2,private,> 10,47,34,39
20327,male,group D,bachelor's degree,free/reduced,completed,single,regularly,no,1,school_bus,5 - 10,76,75,77
20328,female,group C,associate's degree,free/reduced,incomplete,divorced,sometimes,yes,3,school_bus,< 5,52,51,49
20329,female,group C,master's degree,standard,incomplete,married,sometimes,yes,1,school_bus,> 10,64,80,81
20330,female,group C,associate's degree,standard,incomplete,divorced,never,yes,3,school_bus,> 10,56,70,68
20331,male,group E,high school,free/reduced,completed,married,regularly,no,4,school_bus,> 10,66,66,65
20332,female,group C,some college,free/reduced,incomplete,single,regularly,yes,1,private,> 10,43,62,57
20333,male,group D,some high school,free/reduced,incomplete,single,sometimes,yes,0,school_bus,< 5,32,43,37
20334,female,group C,bachelor's degree,standard,incomplete,married,regularly,yes,1,private,5 - 10,65,78,78
20335,male,group C,some high school,standard,incomplete,married,sometimes,no,4,school_bus,> 10,72,62,61
20336,male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,5 - 10,80,81,82
20337,female,group D,some college,free/reduced,incomplete,married,sometimes,yes,3,private,> 10,67,82,77
20338,male,group C,bachelor's degree,free/reduced,incomplete,married,never,yes,5,school_bus,5 - 10,59,51,55
20339,male,group B,some college,free/reduced,incomplete,single,never,yes,1,school_bus,> 10,53,61,59
20340,male,group D,bachelor's degree,free/reduced,incomplete,divorced,regularly,yes,1,school_bus,< 5,75,76,77
20341,female,group D,some high school,standard,incomplete,single,regularly,no,1,school_bus,< 5,73,78,82
20342,male,group C,some college,standard,incomplete,single,never,yes,5,school_bus,5 - 10,78,75,70
20343,female,group B,some high school,free/reduced,incomplete,single,regularly,yes,1,school_bus,5 - 10,52,62,57
20344,female,group D,some college,standard,completed,single,sometimes,yes,3,school_bus,< 5,48,54,53
20345,male,group C,high school,free/reduced,incomplete,divorced,sometimes,no,2,private,5 - 10,56,55,52
20346,female,group E,some college,standard,incomplete,married,regularly,yes,2,private,5 - 10,93,98,100
20347,female,group B,some college,standard,completed,single,regularly,no,3,private,5 - 10,72,79,82
20348,female,group C,some college,free/reduced,incomplete,married,regularly,no,2,school_bus,5 - 10,54,69,69
20349,female,group C,high school,free/reduced,completed,married,sometimes,no,2,private,> 10,35,48,52
20350,male,group C,some college,standard,incomplete,married,sometimes,yes,0,school_bus,< 5,75,73,74
20351,female,group C,some high school,standard,completed,divorced,sometimes,yes,2,school_bus,5 - 10,70,75,77
20352,male,group D,high school,standard,incomplete,single,sometimes,no,4,private,5 - 10,100,81,82
20353,male,group C,high school,standard,incomplete,married,regularly,yes,5,school_bus,5 - 10,57,61,56
20354,male,group B,associate's degree,free/reduced,incomplete,married,never,yes,5,school_bus,> 10,46,47,41
20355,male,group C,high school,standard,incomplete,married,never,yes,2,school_bus,< 5,61,53,47
20356,male,group D,bachelor's degree,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,78,62,65
20357,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,49,50,49
20358,male,group D,some high school,free/reduced,incomplete,married,sometimes,yes,0,school_bus,< 5,57,54,48
20359,female,group E,master's degree,standard,completed,married,regularly,no,3,school_bus,< 5,74,75,82
20360,male,group D,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,59,62,67
20361,male,group C,bachelor's degree,free/reduced,incomplete,single,sometimes,no,1,school_bus,< 5,47,44,44
20362,female,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,96,99,98
20363,male,group D,some college,standard,incomplete,married,sometimes,no,1,school_bus,< 5,62,52,50
20364,female,group A,some high school,standard,incomplete,divorced,sometimes,no,2,school_bus,5 - 10,46,61,60
20365,male,group C,some college,standard,incomplete,divorced,sometimes,no,1,private,5 - 10,58,59,57
20366,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,5,school_bus,5 - 10,66,74,76
20367,female,group E,associate's degree,standard,completed,married,never,yes,1,school_bus,< 5,88,91,95
20368,male,group C,some college,standard,completed,married,regularly,yes,1,private,5 - 10,72,60,65
20369,female,group B,bachelor's degree,free/reduced,completed,married,regularly,no,1,school_bus,> 10,83,80,88
20370,male,group E,some college,standard,incomplete,married,regularly,no,6,private,< 5,74,66,65
20371,male,group D,some college,free/reduced,incomplete,single,regularly,yes,0,school_bus,5 - 10,56,60,62
20372,female,group B,some high school,free/reduced,incomplete,married,sometimes,yes,5,school_bus,< 5,46,65,62
20373,female,group E,high school,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,66,63,60
20374,female,group D,some college,free/reduced,completed,married,never,yes,1,school_bus,< 5,65,89,83
20375,male,group C,some college,standard,completed,single,regularly,yes,2,private,5 - 10,69,70,72
20376,male,group E,some high school,standard,completed,married,sometimes,yes,3,private,5 - 10,76,62,64
20377,male,group D,master's degree,standard,completed,divorced,regularly,yes,2,private,< 5,66,67,64
20378,male,group D,high school,standard,completed,married,sometimes,yes,3,private,5 - 10,63,60,62
20379,male,group A,associate's degree,standard,incomplete,married,sometimes,no,1,school_bus,5 - 10,65,67,64
20380,female,group D,bachelor's degree,standard,completed,divorced,regularly,no,2,private,< 5,93,94,100
20381,female,group D,some college,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,63,60,64
20382,male,group B,high school,free/reduced,incomplete,married,sometimes,yes,4,private,< 5,53,49,49
20383,male,group C,high school,standard,completed,single,regularly,no,3,private,5 - 10,82,81,80
20384,male,group C,high school,standard,incomplete,single,sometimes,yes,0,private,5 - 10,44,36,27
20385,male,group C,some high school,standard,incomplete,divorced,sometimes,no,4,school_bus,5 - 10,55,38,37
20386,female,group B,some college,free/reduced,incomplete,married,regularly,yes,3,private,> 10,54,66,56
20387,male,group B,high school,free/reduced,incomplete,divorced,sometimes,no,2,school_bus,< 5,56,46,47
20388,female,group D,some college,standard,incomplete,married,regularly,yes,3,school_bus,5 - 10,78,83,82
20389,female,group D,associate's degree,standard,incomplete,divorced,regularly,no,5,school_bus,5 - 10,61,64,65
20390,male,group E,some college,standard,incomplete,married,regularly,yes,2,private,5 - 10,61,47,49
20391,female,group A,high school,standard,incomplete,married,sometimes,no,1,private,5 - 10,77,79,77
20392,male,group B,some high school,standard,completed,married,sometimes,yes,2,private,5 - 10,60,55,53
20393,female,group C,some college,free/reduced,incomplete,married,sometimes,no,5,private,5 - 10,44,59,60
20394,female,group C,some high school,standard,completed,single,sometimes,no,3,school_bus,< 5,61,70,67
20395,male,group C,some college,standard,incomplete,single,sometimes,yes,2,school_bus,< 5,61,47,45
20396,female,group A,associate's degree,standard,completed,married,regularly,yes,1,private,> 10,100,100,100
20397,male,group E,associate's degree,free/reduced,completed,single,never,no,2,private,5 - 10,86,80,79
20398,female,group D,associate's degree,standard,completed,single,sometimes,no,2,private,5 - 10,68,71,70
20399,male,group C,high school,standard,incomplete,widowed,regularly,yes,3,school_bus,< 5,92,84,77
20400,female,group E,high school,free/reduced,completed,married,regularly,yes,5,private,< 5,69,75,81
20401,male,group E,bachelor's degree,standard,incomplete,divorced,regularly,yes,2,private,> 10,80,69,66
20402,male,group A,bachelor's degree,free/reduced,incomplete,single,never,yes,4,school_bus,5 - 10,43,35,34
20403,male,group C,bachelor's degree,standard,incomplete,married,sometimes,yes,2,private,5 - 10,56,65,67
20404,male,group C,high school,standard,completed,divorced,sometimes,no,2,school_bus,5 - 10,85,96,91
20405,female,group C,high school,standard,incomplete,married,sometimes,no,7,school_bus,5 - 10,50,72,67
20406,female,group B,high school,free/reduced,incomplete,married,regularly,yes,1,private,5 - 10,53,65,54
20407,female,group B,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,> 10,83,90,92
20408,female,group A,some college,standard,incomplete,married,sometimes,yes,2,school_bus,< 5,55,60,62
20409,male,group C,associate's degree,standard,completed,married,sometimes,yes,2,private,< 5,91,87,81
20410,female,group B,master's degree,standard,incomplete,married,sometimes,yes,2,private,5 - 10,68,67,71
20411,female,group C,some high school,free/reduced,completed,divorced,never,yes,7,school_bus,5 - 10,70,87,87
20412,male,group C,high school,standard,completed,single,sometimes,no,2,school_bus,5 - 10,72,60,59
20413,female,group C,high school,standard,incomplete,single,regularly,no,2,private,> 10,55,59,56
20414,female,group D,high school,standard,incomplete,single,sometimes,yes,2,school_bus,< 5,74,83,82
20415,female,group C,high school,free/reduced,completed,married,regularly,yes,4,school_bus,5 - 10,66,75,79
20416,female,group C,some college,free/reduced,incomplete,married,sometimes,no,7,school_bus,< 5,46,51,48
20417,female,group B,high school,standard,incomplete,married,never,no,2,school_bus,5 - 10,39,42,44
20418,female,group A,bachelor's degree,free/reduced,completed,divorced,sometimes,no,3,school_bus,5 - 10,53,65,67
20419,male,group C,some college,standard,completed,married,never,no,1,school_bus,5 - 10,95,94,92
20420,male,group C,some high school,standard,completed,single,regularly,no,4,private,< 5,91,94,87
20421,female,group E,some college,standard,completed,widowed,regularly,yes,3,private,> 10,98,93,93
20422,female,group A,some college,free/reduced,incomplete,married,sometimes,no,2,school_bus,5 - 10,62,61,67
20423,male,group E,associate's degree,standard,incomplete,single,sometimes,yes,3,private,5 - 10,77,74,63
20424,male,group C,high school,standard,incomplete,single,sometimes,yes,1,private,> 10,43,47,39
20425,male,group C,some high school,free/reduced,incomplete,single,sometimes,yes,3,private,5 - 10,73,67,67
20426,male,group C,bachelor's degree,standard,incomplete,married,sometimes,yes,1,private,5 - 10,61,57,53
20427,male,group D,some high school,free/reduced,incomplete,divorced,sometimes,no,4,school_bus,5 - 10,71,66,63
20428,female,group E,some college,free/reduced,completed,divorced,sometimes,yes,2,school_bus,5 - 10,65,65,68
20429,male,group D,bachelor's degree,standard,incomplete,widowed,sometimes,yes,2,school_bus,< 5,75,70,70
